filename,psnr,ssim,lpips
ILSVRC2012_val_00000020.png,30.679817,0.9250431718745047,[[[0.20316556]]]
ILSVRC2012_val_00000047.png,32.225708,0.9351151517157404,[[[0.09237748]]]
ILSVRC2012_val_00000075.png,32.04009,0.9213169260993249,[[[0.15152463]]]
ILSVRC2012_val_00000090.png,31.49031,0.9554836569087908,[[[0.06064266]]]
ILSVRC2012_val_00000113.png,31.909485,0.9539907428099361,[[[0.11315216]]]
ILSVRC2012_val_00000279.png,30.3294,0.9671827779695388,[[[0.0278712]]]
ILSVRC2012_val_00000304.png,28.365833,0.9639366781810492,[[[0.04183703]]]
ILSVRC2012_val_00000318.png,33.004444,0.936427154589341,[[[0.16491568]]]
ILSVRC2012_val_00000327.png,29.377583,0.9409626578658622,[[[0.07370085]]]
ILSVRC2012_val_00000408.png,27.086914,0.9527776803726482,[[[0.04277243]]]
ILSVRC2012_val_00000412.png,32.675728,0.9321849218700407,[[[0.19339554]]]
ILSVRC2012_val_00000485.png,29.86015,0.9241656488241428,[[[0.10817399]]]
ILSVRC2012_val_00000528.png,32.635815,0.9439279852461561,[[[0.11075912]]]
ILSVRC2012_val_00000573.png,30.828798,0.9180619946099334,[[[0.0850173]]]
ILSVRC2012_val_00000603.png,36.71765,0.9654543778446983,[[[0.08725158]]]
ILSVRC2012_val_00000616.png,30.638176,0.8953492951565868,[[[0.36203253]]]
ILSVRC2012_val_00000637.png,32.555683,0.9042695856304537,[[[0.21264417]]]
ILSVRC2012_val_00000684.png,29.595654,0.9262095009262575,[[[0.14391403]]]
ILSVRC2012_val_00000722.png,34.041527,0.9338590129703968,[[[0.19407345]]]
ILSVRC2012_val_00000725.png,34.10544,0.9599168546981898,[[[0.06674337]]]
ILSVRC2012_val_00000795.png,29.36864,0.9428715018856461,[[[0.08071681]]]
ILSVRC2012_val_00000833.png,31.458567,0.9447233631173105,[[[0.03179229]]]
ILSVRC2012_val_00000885.png,31.276516,0.9642033529710267,[[[0.04672566]]]
ILSVRC2012_val_00000935.png,29.534996,0.9287505139911802,[[[0.1282323]]]
ILSVRC2012_val_00000954.png,33.425766,0.9429839277685577,[[[0.05058642]]]
ILSVRC2012_val_00000966.png,30.501064,0.8927105762450448,[[[0.20711422]]]
ILSVRC2012_val_00000989.png,29.64333,0.9395739601865418,[[[0.18665458]]]
ILSVRC2012_val_00001111.png,31.883495,0.9080288758572763,[[[0.27843127]]]
ILSVRC2012_val_00001136.png,30.165798,0.9341938049533606,[[[0.16359112]]]
ILSVRC2012_val_00001177.png,32.091393,0.9037085903344659,[[[0.20131217]]]
ILSVRC2012_val_00001182.png,29.650593,0.9519824297258952,[[[0.05798603]]]
ILSVRC2012_val_00001213.png,32.532166,0.9390369145317408,[[[0.07815619]]]
ILSVRC2012_val_00001338.png,27.465336,0.9603524117625012,[[[0.08551033]]]
ILSVRC2012_val_00001451.png,28.439903,0.9559852162638178,[[[0.03339724]]]
ILSVRC2012_val_00001537.png,30.946693,0.924181561847416,[[[0.23113827]]]
ILSVRC2012_val_00001574.png,30.6709,0.9124608472662729,[[[0.14289829]]]
ILSVRC2012_val_00001652.png,30.95364,0.9392477140125257,[[[0.06011774]]]
ILSVRC2012_val_00001673.png,31.058092,0.9296845857588255,[[[0.05158883]]]
ILSVRC2012_val_00001781.png,30.916431,0.9161012906567056,[[[0.18100807]]]
ILSVRC2012_val_00001825.png,36.161484,0.9503643727031144,[[[0.17738989]]]
ILSVRC2012_val_00001853.png,30.622883,0.8910073281426334,[[[0.25198427]]]
ILSVRC2012_val_00001880.png,30.695498,0.9493429836200675,[[[0.07218273]]]
ILSVRC2012_val_00001931.png,32.419052,0.9375943948428217,[[[0.08516473]]]
ILSVRC2012_val_00001942.png,31.427633,0.9446812004387092,[[[0.09043397]]]
ILSVRC2012_val_00001958.png,32.346073,0.9105036479349099,[[[0.09411645]]]
ILSVRC2012_val_00002009.png,32.144753,0.9451415678166567,[[[0.09831429]]]
ILSVRC2012_val_00002024.png,33.855305,0.9645184314267233,[[[0.08309977]]]
ILSVRC2012_val_00002047.png,32.715275,0.9545746115091962,[[[0.14291316]]]
ILSVRC2012_val_00002123.png,27.453953,0.9350693939958619,[[[0.09221984]]]
ILSVRC2012_val_00002130.png,31.237843,0.9098917038127072,[[[0.12713462]]]
ILSVRC2012_val_00002146.png,31.351395,0.9424581012703392,[[[0.04882606]]]
ILSVRC2012_val_00002167.png,30.60402,0.9511570861929994,[[[0.06657042]]]
ILSVRC2012_val_00002228.png,30.825996,0.9487865142473231,[[[0.06591513]]]
ILSVRC2012_val_00002239.png,31.59428,0.9528465163199427,[[[0.0562296]]]
ILSVRC2012_val_00002256.png,31.941315,0.9485042421846741,[[[0.07988696]]]
ILSVRC2012_val_00002282.png,32.84498,0.9479286517781258,[[[0.04628026]]]
ILSVRC2012_val_00002325.png,34.098648,0.9188966769000442,[[[0.13144189]]]
ILSVRC2012_val_00002347.png,32.749657,0.9354069125690578,[[[0.1667591]]]
ILSVRC2012_val_00002411.png,29.553474,0.9598055721480776,[[[0.04048695]]]
ILSVRC2012_val_00002420.png,36.110756,0.961163574334211,[[[0.06788249]]]
ILSVRC2012_val_00002511.png,32.361797,0.9325344182275652,[[[0.1483918]]]
ILSVRC2012_val_00002537.png,32.02884,0.9400712147865766,[[[0.10123594]]]
ILSVRC2012_val_00002575.png,30.29229,0.9505524736664206,[[[0.07313254]]]
ILSVRC2012_val_00002595.png,31.308935,0.896792400098699,[[[0.19612452]]]
ILSVRC2012_val_00002664.png,34.504616,0.9209795227855216,[[[0.28858137]]]
ILSVRC2012_val_00002689.png,30.21322,0.9360864945380512,[[[0.13398641]]]
ILSVRC2012_val_00002838.png,31.14185,0.9183194381427583,[[[0.22866312]]]
ILSVRC2012_val_00002850.png,31.400736,0.9259610454008751,[[[0.119753]]]
ILSVRC2012_val_00002885.png,32.091232,0.9207660378516105,[[[0.16007823]]]
ILSVRC2012_val_00002887.png,34.870125,0.9730687075427011,[[[0.04718471]]]
ILSVRC2012_val_00002940.png,30.480833,0.9234776680476583,[[[0.08280563]]]
ILSVRC2012_val_00002991.png,32.266396,0.9272896682936301,[[[0.1063296]]]
ILSVRC2012_val_00003117.png,33.422676,0.9273982159891225,[[[0.17157066]]]
ILSVRC2012_val_00003122.png,30.250648,0.8732057464971389,[[[0.29827437]]]
ILSVRC2012_val_00003169.png,30.755733,0.8998087511354464,[[[0.24584666]]]
ILSVRC2012_val_00003219.png,31.827229,0.9138061546507041,[[[0.27777514]]]
ILSVRC2012_val_00003230.png,28.155853,0.9231772833104421,[[[0.1379736]]]
ILSVRC2012_val_00003380.png,29.929483,0.8954398911540696,[[[0.3406078]]]
ILSVRC2012_val_00003423.png,28.335789,0.9265553469528234,[[[0.12004663]]]
ILSVRC2012_val_00003538.png,31.8578,0.9489638954130097,[[[0.04812573]]]
ILSVRC2012_val_00003545.png,31.777658,0.8756452235045543,[[[0.25313097]]]
ILSVRC2012_val_00003627.png,30.112022,0.9295582188944684,[[[0.19508816]]]
ILSVRC2012_val_00003688.png,31.125957,0.9348694562501609,[[[0.08987921]]]
ILSVRC2012_val_00003741.png,34.14303,0.9099503132037039,[[[0.27710807]]]
ILSVRC2012_val_00003747.png,32.09015,0.932614952788289,[[[0.1673884]]]
ILSVRC2012_val_00003748.png,31.04787,0.9389018991671613,[[[0.10384621]]]
ILSVRC2012_val_00003892.png,30.10429,0.9089397142459038,[[[0.20902297]]]
ILSVRC2012_val_00003909.png,30.535004,0.9220924024440131,[[[0.12050258]]]
ILSVRC2012_val_00004009.png,33.719315,0.9273422387641715,[[[0.21255185]]]
ILSVRC2012_val_00004013.png,33.55865,0.9456151718375284,[[[0.11943105]]]
ILSVRC2012_val_00004018.png,28.424446,0.9231605533422078,[[[0.09305973]]]
ILSVRC2012_val_00004070.png,33.034843,0.9126439142622972,[[[0.2674078]]]
ILSVRC2012_val_00004090.png,31.60921,0.9314959015152843,[[[0.11013481]]]
ILSVRC2012_val_00004103.png,33.145885,0.9465168238835786,[[[0.07715028]]]
ILSVRC2012_val_00004106.png,30.686459,0.94403725896948,[[[0.13477528]]]
ILSVRC2012_val_00004176.png,29.10717,0.922580928216865,[[[0.20317322]]]
ILSVRC2012_val_00004231.png,30.280712,0.9427960780119512,[[[0.06802413]]]
ILSVRC2012_val_00004266.png,29.815845,0.914169492947689,[[[0.19432276]]]
ILSVRC2012_val_00004345.png,29.434559,0.9424677732406511,[[[0.05161057]]]
ILSVRC2012_val_00004389.png,32.979195,0.9101688552702943,[[[0.06393791]]]
ILSVRC2012_val_00004402.png,29.3357,0.9331697527479611,[[[0.0644123]]]
ILSVRC2012_val_00004437.png,34.16239,0.9466197155598395,[[[0.11521952]]]
ILSVRC2012_val_00004490.png,29.975183,0.9274016730172415,[[[0.0625244]]]
ILSVRC2012_val_00004566.png,33.37749,0.9053558675299106,[[[0.26941037]]]
ILSVRC2012_val_00004613.png,35.47138,0.9492884459638155,[[[0.13874276]]]
ILSVRC2012_val_00004702.png,34.56581,0.9424634283060722,[[[0.159286]]]
ILSVRC2012_val_00004735.png,31.969704,0.942118327081982,[[[0.09938569]]]
ILSVRC2012_val_00004736.png,28.894096,0.9379545014421875,[[[0.05369306]]]
ILSVRC2012_val_00004859.png,32.507797,0.9530959562228769,[[[0.03663613]]]
ILSVRC2012_val_00004945.png,29.783907,0.9475265699518047,[[[0.05409884]]]
ILSVRC2012_val_00004990.png,31.87365,0.9487845037379761,[[[0.09099132]]]
ILSVRC2012_val_00005010.png,29.594118,0.9674757150399717,[[[0.03940683]]]
ILSVRC2012_val_00005045.png,30.741932,0.9517791281135783,[[[0.05377132]]]
ILSVRC2012_val_00005059.png,34.533955,0.9260317951069615,[[[0.19483785]]]
ILSVRC2012_val_00005088.png,30.86583,0.9556240961308236,[[[0.06398019]]]
ILSVRC2012_val_00005109.png,35.137344,0.962660203385464,[[[0.06499112]]]
ILSVRC2012_val_00005140.png,29.591099,0.9200391870065453,[[[0.10919099]]]
ILSVRC2012_val_00005261.png,29.56854,0.9503299173109359,[[[0.07258748]]]
ILSVRC2012_val_00005365.png,36.920124,0.9566442350948,[[[0.14118123]]]
ILSVRC2012_val_00005374.png,32.199657,0.9201008133721694,[[[0.21536535]]]
ILSVRC2012_val_00005375.png,30.941181,0.882310582707684,[[[0.345649]]]
ILSVRC2012_val_00005406.png,33.143456,0.9256704636780504,[[[0.11486232]]]
ILSVRC2012_val_00005447.png,30.69709,0.9503419674103192,[[[0.07881045]]]
ILSVRC2012_val_00005471.png,30.417986,0.9438590831896673,[[[0.05828993]]]
ILSVRC2012_val_00005549.png,28.135208,0.9550808278509704,[[[0.06261689]]]
ILSVRC2012_val_00005563.png,29.145512,0.9240645414495813,[[[0.20545036]]]
ILSVRC2012_val_00005770.png,32.845932,0.9530913231054108,[[[0.04395829]]]
ILSVRC2012_val_00006002.png,34.732506,0.9144122298241513,[[[0.21605647]]]
ILSVRC2012_val_00006005.png,37.655365,0.9811306436946982,[[[0.0434658]]]
ILSVRC2012_val_00006054.png,33.477654,0.939034597111376,[[[0.10782249]]]
ILSVRC2012_val_00006094.png,30.135513,0.9299544030054218,[[[0.13247493]]]
ILSVRC2012_val_00006118.png,30.05435,0.9473530960470105,[[[0.11290568]]]
ILSVRC2012_val_00006124.png,30.926697,0.9102106229597718,[[[0.15734331]]]
ILSVRC2012_val_00006140.png,32.01219,0.9095676938049152,[[[0.10018882]]]
ILSVRC2012_val_00006151.png,30.696527,0.9068020373969503,[[[0.16325533]]]
ILSVRC2012_val_00006184.png,32.486706,0.9144121404611915,[[[0.12982745]]]
ILSVRC2012_val_00006261.png,33.668446,0.9234365261393339,[[[0.24712197]]]
ILSVRC2012_val_00006287.png,32.438293,0.9433041994949123,[[[0.09974095]]]
ILSVRC2012_val_00006333.png,34.555653,0.8932889898741506,[[[0.25450304]]]
ILSVRC2012_val_00006335.png,30.099394,0.9470555198929317,[[[0.07063506]]]
ILSVRC2012_val_00006346.png,30.507212,0.9506310948049187,[[[0.08001451]]]
ILSVRC2012_val_00006349.png,28.216244,0.9362027635493431,[[[0.07130131]]]
ILSVRC2012_val_00006377.png,30.32684,0.903544877081254,[[[0.25244716]]]
ILSVRC2012_val_00006401.png,29.585522,0.9413533192904687,[[[0.03621822]]]
ILSVRC2012_val_00006409.png,30.46643,0.9655390471495788,[[[0.08257957]]]
ILSVRC2012_val_00006421.png,32.374157,0.939606507535005,[[[0.07299852]]]
ILSVRC2012_val_00006428.png,32.449677,0.897683308624421,[[[0.34893465]]]
ILSVRC2012_val_00006472.png,30.711636,0.9697417562406133,[[[0.03792205]]]
ILSVRC2012_val_00006511.png,29.993345,0.9415727801188596,[[[0.06984045]]]
ILSVRC2012_val_00006516.png,31.068504,0.9250944834050154,[[[0.09714311]]]
ILSVRC2012_val_00006739.png,30.541718,0.9267489201985328,[[[0.1787249]]]
ILSVRC2012_val_00006796.png,29.253273,0.9500966942669357,[[[0.0667464]]]
ILSVRC2012_val_00006870.png,30.51464,0.9341278824877005,[[[0.04948349]]]
ILSVRC2012_val_00006916.png,32.059258,0.9353888739090205,[[[0.10269757]]]
ILSVRC2012_val_00006921.png,30.212801,0.8947548482134651,[[[0.24409798]]]
ILSVRC2012_val_00006998.png,30.100878,0.9138398014470255,[[[0.10076149]]]
ILSVRC2012_val_00007126.png,35.121826,0.9268616313384895,[[[0.13405997]]]
ILSVRC2012_val_00007142.png,30.410912,0.9137820262194161,[[[0.08699989]]]
ILSVRC2012_val_00007238.png,34.98467,0.862661044906284,[[[0.27708974]]]
ILSVRC2012_val_00007258.png,32.731194,0.9275149274859016,[[[0.2825739]]]
ILSVRC2012_val_00007282.png,32.50818,0.9533129555915072,[[[0.06687161]]]
ILSVRC2012_val_00007292.png,32.237373,0.8975943960381535,[[[0.25864428]]]
ILSVRC2012_val_00007312.png,29.201124,0.9517402368560861,[[[0.07647025]]]
ILSVRC2012_val_00007323.png,30.057104,0.9429148658203667,[[[0.07630663]]]
ILSVRC2012_val_00007326.png,31.343859,0.9222812650340081,[[[0.06040506]]]
ILSVRC2012_val_00007351.png,29.33203,0.9146122778544676,[[[0.11644787]]]
ILSVRC2012_val_00007371.png,33.0678,0.9384176922344478,[[[0.123831]]]
ILSVRC2012_val_00007540.png,28.619015,0.949897630806862,[[[0.04441577]]]
ILSVRC2012_val_00007600.png,30.891771,0.9161526015177998,[[[0.11391892]]]
ILSVRC2012_val_00007750.png,31.982803,0.9165120431130422,[[[0.13643086]]]
ILSVRC2012_val_00007762.png,31.551897,0.9248118515942325,[[[0.07799004]]]
ILSVRC2012_val_00007768.png,31.494865,0.9242452827698187,[[[0.11203761]]]
ILSVRC2012_val_00008004.png,31.018543,0.9213406221869946,[[[0.13070735]]]
ILSVRC2012_val_00008049.png,30.525555,0.9469652371147432,[[[0.04391203]]]
ILSVRC2012_val_00008112.png,29.186049,0.9327884891294193,[[[0.11467216]]]
ILSVRC2012_val_00008152.png,33.21569,0.9184180422324368,[[[0.15059908]]]
ILSVRC2012_val_00008178.png,34.25524,0.9474273396844746,[[[0.09914292]]]
ILSVRC2012_val_00008209.png,32.295486,0.943973933104179,[[[0.11259866]]]
ILSVRC2012_val_00008241.png,27.782299,0.9360870821683217,[[[0.06224939]]]
ILSVRC2012_val_00008255.png,31.392551,0.9184541963402675,[[[0.10897301]]]
ILSVRC2012_val_00008275.png,30.192379,0.9557347464569024,[[[0.05464204]]]
ILSVRC2012_val_00008281.png,27.67429,0.9112939461898099,[[[0.11896981]]]
ILSVRC2012_val_00008325.png,34.358532,0.9712115867595971,[[[0.04643346]]]
ILSVRC2012_val_00008350.png,30.683708,0.9529278645802101,[[[0.0849015]]]
ILSVRC2012_val_00008397.png,33.144943,0.9055434866627394,[[[0.21287672]]]
ILSVRC2012_val_00008440.png,34.88868,0.9775074946941904,[[[0.04726791]]]
ILSVRC2012_val_00008503.png,33.806442,0.9442709108420616,[[[0.06559178]]]
ILSVRC2012_val_00008572.png,31.981052,0.929944165677318,[[[0.09707648]]]
ILSVRC2012_val_00008620.png,35.227432,0.9287388249271306,[[[0.17122765]]]
ILSVRC2012_val_00008622.png,30.634653,0.9276940577990828,[[[0.07306767]]]
ILSVRC2012_val_00008659.png,27.485056,0.9276263004503777,[[[0.08757993]]]
ILSVRC2012_val_00008669.png,32.705864,0.9563814865585248,[[[0.12117453]]]
ILSVRC2012_val_00008830.png,29.366604,0.9610601363979482,[[[0.03903726]]]
ILSVRC2012_val_00008997.png,30.487186,0.9580746440851724,[[[0.03957376]]]
ILSVRC2012_val_00009036.png,28.710434,0.9634189533714609,[[[0.04854982]]]
ILSVRC2012_val_00009083.png,30.564764,0.9310966058596523,[[[0.11638734]]]
ILSVRC2012_val_00009132.png,30.831068,0.9448687482016945,[[[0.08531566]]]
ILSVRC2012_val_00009389.png,28.43285,0.945358185138493,[[[0.04014574]]]
ILSVRC2012_val_00009405.png,29.00384,0.9480953615454857,[[[0.06747523]]]
ILSVRC2012_val_00009407.png,31.23309,0.9625310105671598,[[[0.02364891]]]
ILSVRC2012_val_00009415.png,32.74891,0.9158288075851294,[[[0.1590461]]]
ILSVRC2012_val_00009549.png,36.002426,0.9438943920485962,[[[0.27894598]]]
ILSVRC2012_val_00009563.png,31.141678,0.9331586343763278,[[[0.06880923]]]
ILSVRC2012_val_00009628.png,30.184393,0.924413762673038,[[[0.0650205]]]
ILSVRC2012_val_00009638.png,32.69815,0.9229655741243576,[[[0.08171971]]]
ILSVRC2012_val_00009717.png,30.125141,0.9264920054580142,[[[0.11352391]]]
ILSVRC2012_val_00009842.png,32.721287,0.9378352298777745,[[[0.183571]]]
ILSVRC2012_val_00009856.png,28.425442,0.94928465527765,[[[0.05668686]]]
ILSVRC2012_val_00009867.png,30.412563,0.880984777933536,[[[0.30643368]]]
ILSVRC2012_val_00009885.png,34.837883,0.9508553406310924,[[[0.23437496]]]
ILSVRC2012_val_00009892.png,32.24395,0.9350077635072055,[[[0.17679653]]]
ILSVRC2012_val_00009911.png,34.085342,0.9275368504729248,[[[0.1243917]]]
ILSVRC2012_val_00010022.png,31.254652,0.9346264680388596,[[[0.10458787]]]
ILSVRC2012_val_00010078.png,33.70452,0.9340015956687197,[[[0.14198789]]]
ILSVRC2012_val_00010196.png,28.232338,0.9415919024822131,[[[0.05268618]]]
ILSVRC2012_val_00010243.png,30.642483,0.9119751296524654,[[[0.11248934]]]
ILSVRC2012_val_00010287.png,29.455116,0.9553006982952547,[[[0.05077598]]]
ILSVRC2012_val_00010302.png,33.829227,0.9159936412819012,[[[0.13653359]]]
ILSVRC2012_val_00010357.png,33.67459,0.9705586520670502,[[[0.02881624]]]
ILSVRC2012_val_00010376.png,31.784182,0.9420799204890165,[[[0.06430858]]]
ILSVRC2012_val_00010395.png,32.75328,0.9085168619966015,[[[0.17665645]]]
ILSVRC2012_val_00010457.png,30.700836,0.9714543884207507,[[[0.02323794]]]
ILSVRC2012_val_00010464.png,32.743763,0.9326253900947917,[[[0.18912382]]]
ILSVRC2012_val_00010507.png,32.22863,0.9031329036457636,[[[0.3537367]]]
ILSVRC2012_val_00010609.png,30.754215,0.915393240158768,[[[0.12164247]]]
ILSVRC2012_val_00010619.png,32.05113,0.9286681213652885,[[[0.07922047]]]
ILSVRC2012_val_00010631.png,30.508566,0.928266305801924,[[[0.08947895]]]
ILSVRC2012_val_00010768.png,29.326538,0.9339119670837971,[[[0.13572252]]]
ILSVRC2012_val_00010802.png,30.755821,0.9153547624351102,[[[0.09752556]]]
ILSVRC2012_val_00010826.png,30.803755,0.9063719422707736,[[[0.16699265]]]
ILSVRC2012_val_00010894.png,31.527472,0.916514972941158,[[[0.21001855]]]
ILSVRC2012_val_00010917.png,31.826656,0.9137947357448899,[[[0.23335491]]]
ILSVRC2012_val_00010929.png,33.273746,0.9322327690135478,[[[0.19771478]]]
ILSVRC2012_val_00010937.png,31.816578,0.9203550120210309,[[[0.07735326]]]
ILSVRC2012_val_00011021.png,31.605177,0.9154997084046164,[[[0.10832644]]]
ILSVRC2012_val_00011090.png,33.8508,0.9744003721784485,[[[0.02475035]]]
ILSVRC2012_val_00011122.png,29.946918,0.9287524145309135,[[[0.2161904]]]
ILSVRC2012_val_00011129.png,31.76292,0.9403791261927006,[[[0.14229788]]]
ILSVRC2012_val_00011148.png,31.584045,0.9343451353868915,[[[0.06459052]]]
ILSVRC2012_val_00011185.png,33.97161,0.921995474604721,[[[0.1874718]]]
ILSVRC2012_val_00011189.png,32.21409,0.898594031371284,[[[0.23518068]]]
ILSVRC2012_val_00011221.png,30.224888,0.9302931294322525,[[[0.08119608]]]
ILSVRC2012_val_00011243.png,31.052008,0.9660423680756515,[[[0.04379397]]]
ILSVRC2012_val_00011293.png,33.48177,0.9307373366057109,[[[0.10099088]]]
ILSVRC2012_val_00011356.png,33.191143,0.9529489689705901,[[[0.09426565]]]
ILSVRC2012_val_00011414.png,28.891434,0.9234963020838628,[[[0.11960877]]]
ILSVRC2012_val_00011451.png,30.551994,0.9443881575771894,[[[0.049128]]]
ILSVRC2012_val_00011465.png,31.77118,0.9263099087564947,[[[0.08397383]]]
ILSVRC2012_val_00011518.png,33.965218,0.9552312660639336,[[[0.09334058]]]
ILSVRC2012_val_00011551.png,31.58532,0.9399462872130971,[[[0.14738275]]]
ILSVRC2012_val_00011608.png,29.869053,0.9287990022212937,[[[0.14961325]]]
ILSVRC2012_val_00011621.png,31.51293,0.9230571805305171,[[[0.17242783]]]
ILSVRC2012_val_00011625.png,28.301483,0.9429130630655871,[[[0.05636404]]]
ILSVRC2012_val_00011664.png,29.394852,0.914881215589979,[[[0.11774344]]]
ILSVRC2012_val_00011702.png,31.750937,0.929746207177913,[[[0.13154581]]]
ILSVRC2012_val_00011711.png,30.895903,0.9435853394027448,[[[0.03294761]]]
ILSVRC2012_val_00011765.png,31.11186,0.9359470841731553,[[[0.06243199]]]
ILSVRC2012_val_00012024.png,35.089993,0.9305217553487785,[[[0.23238744]]]
ILSVRC2012_val_00012123.png,34.08846,0.9209316600523016,[[[0.17109045]]]
ILSVRC2012_val_00012125.png,31.867085,0.9182525088408218,[[[0.16593285]]]
ILSVRC2012_val_00012151.png,32.83113,0.9498429765757189,[[[0.06700982]]]
ILSVRC2012_val_00012416.png,34.262306,0.9540732474419864,[[[0.138518]]]
ILSVRC2012_val_00012447.png,30.968517,0.920766517022425,[[[0.10148405]]]
ILSVRC2012_val_00012558.png,31.271374,0.9373851146213501,[[[0.06738629]]]
ILSVRC2012_val_00012579.png,31.623976,0.9223876019919294,[[[0.10044637]]]
ILSVRC2012_val_00012630.png,29.619766,0.9609681718072691,[[[0.07390768]]]
ILSVRC2012_val_00012649.png,33.330864,0.9308013642037478,[[[0.21033499]]]
ILSVRC2012_val_00012665.png,30.228634,0.9103873422304108,[[[0.22510454]]]
ILSVRC2012_val_00012688.png,28.98876,0.9687834218024293,[[[0.03943934]]]
ILSVRC2012_val_00012691.png,30.123674,0.9278174238676601,[[[0.07857139]]]
ILSVRC2012_val_00012706.png,31.679874,0.9095497966651253,[[[0.26923564]]]
ILSVRC2012_val_00012834.png,33.28579,0.9644120081972964,[[[0.05390786]]]
ILSVRC2012_val_00012853.png,30.721088,0.9199569673249517,[[[0.16791224]]]
ILSVRC2012_val_00013040.png,31.608925,0.9264298792201168,[[[0.15348959]]]
ILSVRC2012_val_00013118.png,28.86045,0.8911726522190461,[[[0.22602955]]]
ILSVRC2012_val_00013193.png,38.343914,0.9774312807426326,[[[0.02908988]]]
ILSVRC2012_val_00013287.png,34.428272,0.9379544512533176,[[[0.14869007]]]
